NAME,RESTAURANT NAME,CALORIES,CATEGORY,PRICE ,ALLERGENS 1,ALLERGENS 2,ALLERGENS 3,ALLERGENS 4,ALLERGENS 5,ALLERGENS 6,ALLERGENS 7,ALLERGENS 8,ALLERGENS 9,ALLERGENS 10,SIMPLE NAME 1,SIMPLE NAME 2,SIMPLE NAME 3,
WHITE CHOCOLATE CREME - VENTI,STARBUCKS,280,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE CHOCOLATE MACADAMIA COOKIE,AU BON PAIN,330,SNACK,, , MILK, SOY, MACADAMIA,,,,,,,PASTRY,CHOCOLATE, ,
WHITE CHOCOLATE MOCHA - GRANDE,STARBUCKS,470,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - GRANDE,STARBUCKS,300,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - TALL,STARBUCKS,370,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - TALL,STARBUCKS,600,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - VENTI,STARBUCKS,580,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE CHOCOLATE MOCHA - VENTI,STARBUCKS,420,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE HOT CHOCOLATE - GRANDE,STARBUCKS,240,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE HOT CHOCOLATE - SHORT,STARBUCKS,170,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE HOT CHOCOLATE - TALL,STARBUCKS,210,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHITE HOT CHOCOLATE - VENTI,STARBUCKS,340,BEVERAGE,,MILK,,,,,,,,,,COFFEE,CHOCOLATE,,
WHOLE WHEAT SKINNY BAGEL,AU BON PAIN,90,MEAL, , SOY, WHEAT,,,,,,,,,BREAD, , ,
WHOLE WHEAT TORTILLA WRAP,AU BON PAIN,260,MEAL, , SOY, WHEAT,,,,,,,,,SANDWICH, , ,
WILD MUSHROOM BISQUE (LARGE),AU BON PAIN,250,MEAL, , MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP, , ,
WILD MUSHROOM BISQUE (MEDIUM),AU BON PAIN,190,MEAL, , MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP, , ,
WILD MUSHROOM BISQUE (SMALL),AU BON PAIN,130,MEAL, , MILK, SOY, WHEAT, SULFITES,,,,,,,SOUP, , ,
WILD STRAWBERRY,HAGERTY FAMILY CAFE,,BEVERAGE,,,,,,,,,,,,SMOOTHIES,STRAWBERRY,,
WILLIAM HILL,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
WINTERGREEN SALAD - HALF,MODERN MARKET,,MEAL,,,,,,,,,,,,SALAD,,,
WINTERGREEN SALAD - WHOLE,MODERN MARKET,,MEAL,,,,,,,,,,,,STEAK,,,
YUENGLING LAGER,LEGENDS,,BEVERAGE,,,,,,,,,,,,ALCOHOL,,,
ZESTY BBQ CHICKEN,PIZZA PI,,MEAL,,,,,,,,,,,,PIZZA,CHICKEN,CHEESE,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
